Mean of PCD bin 0,Sigma of PCD bin 0,Prob of PCD bin 0,Peak of PCD bin 0,Mean of PCD bin 1,Sigma of PCD bin 1,Prob of PCD bin 1,Peak of PCD bin 1,Mean of PCD bin 2,Sigma of PCD bin 2,Prob of PCD bin 2,Peak of PCD bin 2,Mean of PCD bin 3,Sigma of PCD bin 3,Prob of PCD bin 3,Peak of PCD bin 3,Mean of PCD bin 4,Sigma of PCD bin 4,Prob of PCD bin 4,Peak of PCD bin 4,Mean of PCD bin 5,Sigma of PCD bin 5,Prob of PCD bin 5,Peak of PCD bin 5,Mean of PCD bin 6,Sigma of PCD bin 6,Prob of PCD bin 6,Peak of PCD bin 6,Mean of PCD bin 7,Sigma of PCD bin 7,Prob of PCD bin 7,Peak of PCD bin 7,Mean of PCD bin 8,Sigma of PCD bin 8,Prob of PCD bin 8,Peak of PCD bin 8,Mean of PCD bin 9,Sigma of PCD bin 9,Prob of PCD bin 9,Peak of PCD bin 9,Mean of PCD bin 10,Sigma of PCD bin 10,Prob of PCD bin 10,Peak of PCD bin 10,Mean of PCD bin 10,Sigma of PCD bin 11,Prob of PCD bin 11,Peak of PCD bin 11,Raga Class
69,1.5,0.149661304,147.445536,138,1,0.1536833192,139.383272,140,1,0.1274343776,147.445536,153,7,0.0474174428,156.444529,126,38,0.133784928,165.601223,115,41,0.1519898391,175.545744,175,23,0.1693480102,186.040705,184,19,0.0685859441,196.994063,103,0,0.0055038103,104.204653,177,135,0.0059271804,441.592798,342,162,0.066469094,468.620915,264,175,0.0313293819,492.194633,2
75,19,0.0364514712,285.195223,144,29,0.0289855072,278.287505,153,42,0.0439174352,285.195223,110,72,0.0355731225,312.677262,93,45,0.1576635924,321.308139,99,33,0.2683355292,175.489161,115,39,0.1914800176,185.994878,120,42,0.0759771629,197.106107,161,108,0.0404040404,416.830085,149,52,0.0540184453,219.964607,144,65,0.0702678964,457.320964,167,82,0.0324989021,473.31922,2
99,34.5,0.0462466488,294.336712,183,64,0.0361930295,278.765964,208,70,0.0527256479,294.336712,118,73,0.0469168901,312.693767,91,40,0.1478999106,330.301089,103,39,0.2207327971,336.964417,110,37,0.1863270777,185.619391,123,44,0.0741733691,195.648229,127,43,0.046023235,208.393295,122,37,0.0464700626,220.960039,173,94,0.0840035746,464.239956,166,59,0.0473637176,248.283616,2
103,34,0.086797066,295.276951,206,67,0.0767726161,278.763845,203,70,0.0831295844,295.276951,207,100,0.0601466993,312.748044,128,90,0.1501222494,330.083593,95,41,0.1589242054,336.967097,103,31,0.1427872861,185.770598,135,47,0.0386308068,196.564824,123,40,0.0665036675,208.34328,131,45,0.075794621,221.121762,225,94,0.0621026895,465.760382,204,55,0.0537897311,247.726914,2
103,34,0.0968406593,295.329339,204,67,0.0947802198,278.757854,203,71,0.0860805861,295.329339,216,102,0.043040293,312.777336,120,84,0.1721611722,328.606699,93,34,0.1543040293,334.508449,111,37,0.1185897436,185.965869,136,47,0.0462454212,196.507205,115,34,0.0714285714,208.680614,134,47,0.0686813187,221.168975,190,54,0.0499084249,234.251296,206,54,0.0686813187,248.293288,2
103,34,0.0924843424,294.76091,202,66,0.1027139875,278.750814,209,71,0.0718162839,294.76091,123,74,0.0212943633,310.804956,94,47,0.1352818372,327.749341,87,15,0.2271398747,175.593896,102,30,0.121085595,184.501072,123,44,0.0551148225,196.427587,110,28,0.0517745303,208.497615,130,44,0.0517745303,220.943305,162,56,0.0434237996,234.371467,174,60,0.0981210856,248.122181,2
100,33.5,0.0677187375,295.105326,200,66,0.0878945266,278.70712,194,70,0.0355573312,295.105326,183,106,0.0643228126,312.628475,124,91,0.1338393927,330.649022,112,79,0.2077506992,350.393979,192,128,0.148621654,372.05761,195,124,0.0679184978,384.501267,118,36,0.0383539752,208.435001,123,38,0.0471434279,219.21024,189,55,0.0535357571,234.368435,162,57,0.0954854175,248.254227,2
111,33,0.0590534979,295.332754,217,66,0.0732510288,278.703224,242,64,0.0283950617,295.332754,209,104,0.0666666667,312.77772,123,88,0.166255144,330.639009,122,87,0.1761316872,350.340075,195,129,0.1497942387,371.995868,223,128,0.0654320988,390.83754,174,108,0.0518518519,417.630589,150,68,0.0534979424,421.293329,194,54,0.058436214,234.405772,174,59,0.078600823,247.82607,2
98,33,0.066098081,289.018138,196,66,0.0805970149,278.679986,191,67,0.0409381663,289.018138,183,108,0.0187633262,312.7816,90,37,0.1556503198,329.939424,93,28,0.18891258,332.298873,113,41,0.1560767591,371.372692,156,76,0.0673773987,391.180844,172,106,0.0925373134,417.566391,159,66,0.0686567164,421.169203,185,56,0.0443496802,234.405848,187,59,0.060554371,248.231832,2
83,27,0.0757507844,280.694317,177,61,0.0860600628,278.764554,150,36,0.0609592111,280.694317,80,16,0.0080681309,147.806665,87,20,0.1281936351,165.109577,98,31,0.2093231735,175.553187,117,41,0.1573285522,185.847272,141,48,0.0632003586,196.586893,151,81,0.0918870462,415.673426,134,46,0.0770954729,221.244658,185,56,0.0515463918,234.389688,181,59,0.0555804572,248.21048,2
84,28,0.0681205036,295.007472,181,63,0.0701438849,278.761673,153,41,0.0611510791,295.007472,217,102,0.0076438849,311.098815,91,29,0.1582733813,318.976916,106,37,0.2378597122,175.501118,125,43,0.1267985612,185.868115,120,42,0.0454136691,195.622191,128,44,0.0840827338,208.611336,121,41,0.098471223,435.854614,185,67,0.0436151079,455.769629,179,59,0.0544064748,247.10635,2
69,1,0.0954388655,147.666035,138,1,0.0847067842,139.382438,140,1,0.1000383289,147.666035,135,31,0.0318129552,156.259289,126,39,0.1165197394,165.754104,126,43,0.1284016865,175.579247,179,17,0.2897661939,186.041946,192,36,0.1920275968,393.587364,278,99,0.0019164431,402.683838,436,2,0.0007665772,438.709653,260,168,0.0387121502,468.200756,138,80,0.0068991951,471.363997,2
82,26,0.0404732254,295.256845,165,52,0.0286425903,275.870505,160,49,0.0498132005,295.256845,220,108,0.0170195102,312.82305,101,56,0.197592362,330.614893,105,41,0.2602739726,341.661664,122,42,0.1369863014,186.041657,115,38,0.0498132005,195.35406,112,29,0.0896637609,208.330463,115,34,0.1120797011,436.767846,172,79,0.0203403902,455.972137,171,60,0.0298879203,247.398553,2
82,26.5,0.0497100249,287.911614,160,49,0.0422535211,275.709765,166,54,0.0538525269,287.911614,184,108,0.0149130075,312.8726,100,59,0.1536868268,331.384018,97,35,0.2990886495,343.618751,116,40,0.1574150787,185.793486,118,41,0.0662800331,197.075001,110,26,0.0513670257,208.331183,114,28,0.07995029,220.28056,121,26,0.0294117647,232.971354,135,40,0.0401822701,247.531787,2
73,16,0.0561426684,287.891677,141,21,0.0506384852,274.795309,152,39,0.0594451783,287.891677,95,32,0.0110083664,155.036096,88,23,0.1250550418,165.637748,95,28,0.2796125055,175.484352,121,43,0.1589608102,186.038151,141,50,0.0797005724,390.285684,179,64,0.048436812,417.652985,162,78,0.0537208278,435.550458,139,47,0.0788199031,234.254274,135,40,0.0435931308,246.427306,2
70,4.5,0.0314465409,256.287414,138,1,0.015932914,139.358062,140,1,0.0465408805,146.900464,112,77,0.0226415094,307.933184,85,18,0.1224318658,165.589393,97,30,0.2637316562,175.431003,119,42,0.1815513627,186.028529,145,47,0.0918238994,197.002876,156,50,0.0788259958,208.831791,147,51,0.0704402516,220.402608,139,47,0.0758909853,234.377286,147,50,0.0251572327,246.998333,2
72,13.5,0.0196232339,289.156778,139,0,0.0023547881,139.360115,144,26,0.0364992151,289.156778,105,75,0.021978022,307.55187,82,9,0.1071428571,165.30813,92,24,0.2790423862,175.201872,107,34,0.2103610675,186.046396,134,47,0.0824175824,197.046112,148,56,0.0773155416,417.121483,166,74,0.09144427,419.647027,140,47,0.0549450549,233.98175,155,55,0.0337519623,247.039414,2
72,14,0.0198520825,288.799508,139,0,0.0027247956,139.364,146,29,0.0369793694,288.799508,77,0,0.0319190346,78.135955,85,18,0.1296224212,165.545807,87,14,0.262748151,173.697406,99,26,0.1895679253,185.755681,130,47,0.0548851693,197.077008,152,59,0.0556636824,416.834943,171,84,0.0926430518,433.620256,156,71,0.0755157649,467.390564,169,59,0.0599455041,248.315894,2
80,24,0.0183689948,295.262489,195,66,0.0084779976,277.761911,144,26,0.0266451352,295.262489,97,54,0.0516754138,312.396716,91,38,0.1437222447,330.639707,91,31,0.2486879289,345.190628,108,35,0.182478805,185.955937,136,47,0.0528865563,195.748157,150,51,0.059345983,208.72888,150,69,0.0799354057,434.336427,150,69,0.0754945499,467.369627,168,59,0.0577311264,247.939248,2
81,24.5,0.0233033524,295.296063,190,64,0.0114472608,277.752386,144,24,0.0322976288,295.296063,99,57,0.0470155356,312.080224,89,40,0.1140637776,330.512468,89,27,0.2874080131,345.084401,107,35,0.1398201145,185.954685,133,47,0.04946852,196.647183,169,48,0.0793131643,208.749177,165,53,0.0690923957,220.959554,155,54,0.0989370401,233.909087,149,52,0.0650040883,248.237483,2
80,24,0.0280432073,280.866628,181,62,0.0166181969,278.562616,146,28,0.0369754882,280.866628,78,11,0.0531782302,156.299765,92,28,0.1109264645,165.545123,88,17,0.2829248027,175.477761,98,26,0.1508101371,185.945232,136,47,0.0515164105,197.058639,174,46,0.0789364354,208.815296,163,53,0.0623182385,220.984663,158,55,0.0926464479,234.136722,136,42,0.0589945991,247.710137,2
84,29,0.0218415418,293.332681,154,44,0.0201284797,278.390175,178,64,0.0218415418,293.332681,79,11,0.0740899358,156.278818,95,30,0.2047109208,165.553503,88,17,0.2809421842,175.373342,105,33,0.1717344754,185.875342,144,47,0.0556745182,195.980295,166,49,0.0483940043,208.354926,143,50,0.0415417559,219.963385,130,39,0.0492505353,234.06305,125,25,0.0291220557,247.940092,2
69,1,0.1,147.671331,138,1,0.1164882227,139.383056,140,1,0.0788008565,147.671331,123,36,0.0197002141,156.330903,129,39,0.0916488223,165.732459,120,42,0.130620985,175.455003,181,13,0.2591006424,186.054166,194,38,0.1811563169,393.701037,350,95,0.0077087794,416.892834,428,6,0.0149892934,440.245726,153,107,0.0458244111,465.898107,125,36,0.0389721627,469.298218,2
85,30,0.0223160434,295.315361,152,42,0.0229191797,278.472875,190,69,0.0213108162,295.315361,91,31,0.0860474467,296.114286,96,31,0.2058705267,165.24285,90,21,0.3051869723,175.553123,106,34,0.1535987133,186.02161,134,47,0.0550864495,197.111121,155,50,0.025331725,208.83599,142,49,0.0466425412,217.728809,114,1,0.0583031765,117.167785,122,19,0.0180940893,248.268756,2
78,22.5,0.0176609105,285.270003,152,41,0.0153061224,278.318364,157,46,0.0196232339,285.270003,92,30,0.0690737834,156.33426,97,31,0.1514913658,165.67215,97,30,0.3155416013,175.53701,108,36,0.1526687598,186.036613,139,48,0.0474882261,197.024268,145,50,0.0345368917,208.726445,140,57,0.0631868132,438.850141,130,45,0.069466248,453.572845,127,29,0.0604395604,248.064592,2
70,6.5,0.0319148936,257.900917,138,1,0.031714171,139.375618,140,0,0.0313127258,142.562607,76,1,0.0301083902,78.225751,88,22,0.1409072662,165.752907,97,30,0.3797671618,175.543676,111,38,0.1348855881,185.681164,145,48,0.0313127258,197.076167,145,50,0.0457647531,208.722416,133,67,0.0686471297,441.756967,149,62,0.0521878764,453.710923,132,35,0.0505820955,246.051271,2
75,18,0.0538748446,281.982487,152,39,0.0451719851,276.939951,143,20,0.0584334853,281.982487,93,30,0.017405719,155.958416,86,19,0.1152092831,165.565605,99,32,0.3717364277,175.524031,113,39,0.1069208454,185.661224,152,54,0.0364691256,393.701873,142,53,0.0658930792,411.737881,163,101,0.0795690012,440.689972,152,59,0.0538748446,448.602985,169,58,0.038541235,247.470197,2
78,22,0.0341930442,292.108261,166,53,0.0207112153,277.060992,145,26,0.0437670965,292.108261,93,45,0.0379054318,307.93334,87,21,0.1414615084,165.551069,104,36,0.2966002345,175.605484,130,44,0.1105900742,186.047556,166,45,0.0519734271,392.884698,131,49,0.0672137554,414.68431,158,96,0.0636967565,438.570944,153,54,0.074247753,234.254891,163,57,0.0765924189,247.925338,2
73,15.5,0.0119895092,292.096684,145,28,0.0067440989,263.911963,143,23,0.0157362308,292.096684,88,40,0.04158861,307.204762,93,29,0.2015736231,165.540745,99,32,0.3214687149,175.597558,118,41,0.139003372,185.958291,149,46,0.0636942675,197.09305,121,39,0.0397152492,208.6067,126,41,0.0423379543,220.258682,146,51,0.0644436118,234.387355,152,52,0.0547021356,247.962101,2
71,10,0.0136217949,263.909304,143,23,0.0108173077,263.909304,140,0,0.0144230769,143.958559,83,20,0.0332532051,156.110851,94,30,0.2223557692,165.749769,96,29,0.3253205128,175.237146,108,35,0.1622596154,186.051144,137,47,0.0633012821,196.909931,141,49,0.0432692308,208.708867,151,52,0.0420673077,220.870273,151,53,0.0500801282,234.324491,151,52,0.0288461538,244.704629,2
82,25.5,0.0273200347,292.8057,158,46,0.0225498699,275.652979,148,33,0.0238508239,292.8057,105,50,0.0260190807,307.022559,89,24,0.2007805724,165.685003,97,30,0.3013876843,175.23579,109,37,0.1487424111,186.006084,146,48,0.0550737207,196.898301,159,50,0.0715524718,208.710294,173,51,0.0555073721,221.042638,175,62,0.0468343452,461.200651,203,122,0.0351257589,495.833734,2
78,22,0.0529411765,292.620158,158,46,0.0335511983,275.438423,145,27,0.0631808279,292.620158,118,51,0.0278867102,310.112627,103,36,0.1917211329,315.661021,94,26,0.3037037037,174.883469,100,28,0.1250544662,185.647266,130,51,0.0518518519,390.159967,180,77,0.0588235294,416.321941,183,83,0.0466230937,441.655728,222,107,0.0278867102,467.209425,226,153,0.0553376906,496.389179,2
77,21.5,0.0676801333,290.862268,160,48,0.0349854227,277.60017,152,40,0.0962099125,290.862268,87,26,0.0366513953,156.400395,98,32,0.1749271137,165.647303,88,18,0.2819658476,175.425077,100,28,0.1570179092,185.824598,120,47,0.058725531,390.657154,175,87,0.0408163265,415.858032,164,91,0.0362349021,441.672607,177,112,0.0274885464,467.279388,192,137,0.0483132028,496.310864,2
69,1,0.0902255639,147.536748,138,1,0.0946483857,139.379726,140,1,0.0796107917,147.536748,203,73,0.0181335692,312.75646,130,54,0.062804069,314.73387,115,41,0.1167624945,175.602788,181,14,0.2507739938,186.046524,188,2,0.1680672269,196.842288,223,56,0.0579389651,417.081476,325,109,0.0490933215,441.476362,190,140,0.0437859354,468.546636,121,2,0.0393631137,124.008679,2
78,22.5,0.0493183641,290.077015,156,44,0.0308740978,277.563041,155,43,0.0645549318,290.077015,78,7,0.0412991179,152.038995,81,11,0.1611868484,165.629962,88,17,0.2943063352,175.150759,109,36,0.185244587,186.049113,136,47,0.0577385726,196.865848,150,50,0.0324779471,208.58925,146,51,0.0421010425,221.205387,140,47,0.0380914194,234.36726,133,38,0.0457097033,247.071624,2
75,18.5,0.0207843137,293.681944,148,34,0.0160784314,272.663845,142,19,0.0231372549,293.681944,95,56,0.0470588235,312.326584,94,43,0.1996078431,331.049407,92,35,0.2894117647,350.278275,110,38,0.1909803922,351.550383,136,46,0.0662745098,196.963419,129,44,0.0337254902,208.557079,137,48,0.0356862745,219.878921,150,54,0.0392156863,234.319521,145,48,0.0505882353,248.088248,2
79,24,0.0243083004,293.949701,146,31,0.018972332,272.717419,165,54,0.0272727273,293.949701,126,82,0.0505928854,312.506377,106,50,0.2264822134,330.835704,98,40,0.2830039526,350.069222,102,32,0.1841897233,351.455314,128,45,0.0660079051,196.875305,120,38,0.0343873518,207.016547,136,68,0.0371541502,440.351249,146,76,0.0351778656,447.092861,143,48,0.0300395257,248.035333,2
84,28.5,0.0460136674,294.112713,152,42,0.0482915718,278.71477,184,66,0.0387243736,294.112713,152,91,0.0350797267,312.470793,110,56,0.1940774487,330.45101,96,35,0.2788154897,334.220239,99,27,0.1854214123,185.86089,131,46,0.0487471526,197.111783,125,42,0.0414578588,208.605078,135,68,0.0419134396,440.405338,171,119,0.0446469248,468.820415,136,62,0.0346241458,470.484379,2
93,32,0.0632267442,294.03108,176,61,0.074127907,278.692484,191,68,0.0402131783,294.03108,150,99,0.0169573643,311.78416,103,65,0.1865310078,330.403926,91,35,0.3265503876,342.206762,97,23,0.1598837209,185.745359,113,37,0.0343992248,195.268244,118,37,0.0343992248,208.720156,127,42,0.0377906977,219.497968,170,118,0.0363372093,468.486234,143,68,0.0339147287,471.047963,2
103,33.5,0.0965283658,295.07691,199,66,0.1037256562,278.66223,201,72,0.0685859441,295.07691,200,106,0.0397967824,311.9871,116,81,0.1409822185,331.099986,94,45,0.2277730737,342.175748,96,20,0.1430990686,184.495727,105,31,0.0863674852,197.049206,166,48,0.0313293819,208.792164,154,53,0.0351397121,221.249926,183,55,0.033869602,234.272313,210,52,0.0533446232,248.349095,2
103,33.5,0.0699546017,294.918541,204,66,0.0722245151,278.620156,198,72,0.0540652084,294.918541,166,99,0.0577796121,311.954348,113,72,0.1304168386,331.459335,96,38,0.1774659513,340.31483,103,30,0.141972761,185.865211,106,32,0.1023524556,197.106081,148,50,0.0623194387,208.779762,167,53,0.0528270739,221.197673,171,57,0.0590177466,234.375184,199,57,0.0627321502,248.249899,2
83,26.5,0.0469590401,287.517581,168,55,0.0608191974,278.560722,152,40,0.0285477865,287.517581,96,33,0.0376499793,156.40287,94,30,0.1125362019,165.615226,95,28,0.2052130741,175.610736,106,33,0.2714108399,185.987514,108,34,0.0935043442,196.258301,126,43,0.0438560199,208.783127,194,121,0.0541994208,441.885569,174,100,0.0446834919,467.83795,168,59,0.0368225072,248.098037,2
85,28.5,0.0686661405,293.670705,173,58,0.0868192581,278.579357,164,53,0.046566693,293.670705,85,34,0.0228887135,299.277748,93,29,0.0832675612,165.510595,95,28,0.2056037885,175.588918,102,30,0.3303078137,185.608802,108,34,0.1085240726,196.73493,115,33,0.0185477506,208.48109,244,156,0.0355169692,442.505113,236,158,0.0323599053,466.40106,163,58,0.0201262826,248.134635,2
92,32.5,0.0560093349,293.700509,185,64,0.0754570206,278.766025,184,66,0.0357837417,293.700509,127,93,0.0478413069,312.723623,86,21,0.1221314664,165.240268,94,27,0.2100350058,175.609571,97,23,0.2640995722,185.951231,101,25,0.0941267989,196.775095,118,43,0.0455075846,415.915597,179,129,0.0334500194,441.214719,164,109,0.0291715286,451.407085,158,58,0.0377285103,247.937499,2
81,25,0.0731240429,284.786767,175,59,0.0685298622,278.6772,145,24,0.0715926493,284.786767,232,78,0.0160796325,312.785394,147,76,0.0581929556,320.560787,125,43,0.1186830015,175.58046,157,41,0.221669219,186.039861,188,8,0.117151608,197.080041,205,2,0.0501531394,208.820269,289,105,0.0447932619,442.327626,184,70,0.1584992343,450.529478,230,33,0.056661562,248.124023,2
99,34,0.0430043599,292.881314,198,67,0.0574712644,278.713194,192,69,0.0245739199,292.881314,122,86,0.0582639715,312.800202,89,24,0.1434799841,165.200698,89,20,0.204914784,175.559842,98,23,0.2461355529,186.011548,98,19,0.0836305985,196.191703,117,42,0.0447879509,416.041816,148,102,0.0293301625,438.111475,178,127,0.0432025367,467.983419,164,78,0.0515259612,483.971121,2
102,34,0.0497483546,295.126906,205,67,0.0538133953,278.536324,195,69,0.0406504065,295.126906,103,65,0.0623306233,310.798931,95,41,0.1893147503,319.164413,90,22,0.2295780101,174.928395,98,24,0.2078977933,186.000581,106,31,0.0681378242,196.186676,108,24,0.0247773906,207.364434,114,27,0.0340689121,220.725025,178,123,0.0460704607,468.729181,160,87,0.0305845916,483.979993,2
98,33.5,0.0604192355,295.255887,195,66,0.0665844636,278.471884,192,69,0.0489108097,295.255887,139,96,0.0501438553,311.524707,97,51,0.1923551171,329.464979,92,28,0.2560624743,345.366276,114,68,0.1857788738,372.075588,129,72,0.053431977,376.239204,121,39,0.023838882,207.900413,127,63,0.0394574599,437.162107,164,86,0.0291820797,459.421891,138,44,0.0427455816,248.064717,2
90,31,0.0542895442,294.809884,171,58,0.0670241287,278.202567,183,65,0.0355227882,294.809884,131,94,0.0509383378,312.629319,92,47,0.1816353887,330.160458,90,27,0.2821715818,349.528267,125,84,0.1749329759,372.018686,149,91,0.0449061662,376.130292,153,51,0.0174262735,208.723419,176,112,0.0294906166,440.456704,130,62,0.0609919571,450.80721,133,38,0.0422252011,247.716821,2
83,27,0.0589836661,284.691794,177,61,0.0588021779,278.509256,145,28,0.0522686025,284.691794,88,48,0.0718693285,312.45655,97,56,0.0947368421,320.399457,113,41,0.0940108893,175.451325,119,41,0.2802177858,186.026889,135,46,0.0381125227,196.806485,147,50,0.0061705989,208.596127,179,84,0.0228675136,441.683238,165,61,0.2036297641,451.512163,218,47,0.0606170599,248.16746,2
69,1,0.0184977578,144.420814,137,2,0.0104633782,139.374145,140,1,0.0257847534,144.420814,85,23,0.0781016442,156.412541,97,32,0.1457399103,165.697698,113,40,0.2014200299,175.561353,140,45,0.3038116592,186.049868,153,45,0.062406577,197.086157,224,82,0.0351270553,416.298218,264,137,0.0362481315,441.518356,165,99,0.0822122571,468.422328,167,59,0.0175635277,241.92341,2
69,1,0.0407673861,147.605853,138,1,0.0251798561,139.383277,140,2,0.054756195,147.605853,115,37,0.0367705835,156.32684,110,38,0.1778577138,165.69751,105,36,0.3069544365,175.609835,161,38,0.1258992806,186.027851,169,38,0.0351718625,197.093286,190,85,0.0523581135,417.433514,253,142,0.0455635492,442.104545,254,142,0.0651478817,468.805066,167,105,0.0683453237,493.117232,2
70,4.5,0.0360782715,255.800726,138,1,0.024052181,139.382336,140,1,0.0460660416,146.784777,88,26,0.0709335508,156.169473,97,32,0.1748878924,165.64633,90,20,0.2238075826,175.102277,113,39,0.1487973909,186.013088,150,59,0.0729718712,393.62843,161,82,0.033428455,416.718865,179,111,0.0391357521,442.377071,227,131,0.0921320832,468.417173,164,102,0.0652262536,493.455327,2
69,1,0.3292602378,147.338773,138,1,0.4504623514,139.383121,139,1,0.1664464993,147.338773,282,58,0.035667107,311.894067,239,105,0.0231175694,329.738816,290,97,0.0178335535,346.885474,126,94,0.034346103,368.138295,0,0,0,448.763801,0,0,0,448.763801,0,0,0,448.763801,180,134,0.0911492734,468.71031,178,132,0.0904887715,496.571912,2
70,5,0.0268603263,255.826817,138,1,0.0266613609,139.378554,139,0,0.0266613609,140.424674,77,0,0.0433744528,78.225323,85,19,0.09948269,165.517951,98,31,0.1305212893,175.498971,151,43,0.265419817,186.041902,175,53,0.1516116196,394.023103,197,53,0.097890967,415.2149,183,60,0.0668523677,441.934889,194,97,0.0716275368,458.927609,162,57,0.0175089534,245.216196,2
69,1,0.0476642613,145.866448,137,2,0.0451955944,139.349402,140,1,0.0474743638,145.866448,86,24,0.0501329282,156.382521,87,22,0.1120394987,165.318748,92,24,0.1477402203,175.605307,162,37,0.2172426889,186.042354,183,45,0.1067223699,394.102028,182,51,0.0987466768,408.648291,193,89,0.0600075959,441.446513,217,139,0.0858336498,464.389877,138,56,0.0250664641,469.332719,2
69,1.5,0.0319970577,145.775334,136,2,0.0290547996,139.377861,140,1,0.03236484,145.775334,84,22,0.0875321809,156.40859,93,29,0.1680764987,165.335896,93,26,0.2346450901,175.579574,125,44,0.1860978301,186.016249,137,47,0.04045605,196.187679,139,54,0.0367782273,408.730968,216,123,0.0257447591,442.152456,190,119,0.1283560132,464.320403,149,61,0.0272158882,469.577887,2
69,1.5,0.0489539749,147.495221,138,1,0.0539748954,139.345587,141,1,0.0393305439,147.495221,107,37,0.0841004184,156.368819,108,37,0.1861924686,165.699659,105,37,0.2108786611,175.601935,124,43,0.1652719665,186.034789,148,46,0.0414225941,196.193762,135,47,0.0205020921,208.819919,183,46,0.0138075314,219.209714,160,77,0.0962343096,466.915103,206,145,0.0405857741,489.180701,2
69,1.5,0.0461254613,147.482618,138,1,0.0471504715,139.365663,141,2,0.0405904059,147.482618,134,33,0.0602706027,156.450034,106,36,0.1890118901,165.585759,112,40,0.2308323083,175.60304,131,45,0.2230422304,186.05201,143,46,0.0725707257,196.396566,110,25,0.0159901599,198.442648,111,20,0.0241902419,220.687335,228,148,0.0229602296,468.408576,239,165,0.0266502665,490.198098,2
70,1,0.0110140524,146.87406,138,0,0.004177744,139.208434,141,2,0.0178503608,146.87406,97,34,0.0505127231,156.306517,88,23,0.2012913027,165.474055,98,31,0.2780098747,175.582685,124,44,0.2138245348,186.028193,126,44,0.0546904671,196.801812,124,41,0.029624003,207.699105,136,48,0.0520319028,221.062009,156,54,0.0831750855,234.184283,203,54,0.0144322066,241.564269,2
79,23,0.0319652723,280.83317,161,51,0.0335438043,278.207034,152,38,0.0288082084,280.83317,82,18,0.0398579321,156.248777,82,11,0.1562746646,164.360864,86,12,0.1499605367,175.479297,116,41,0.0730071034,185.572967,163,43,0.0169692186,196.854743,182,73,0.0284135754,416.784113,192,63,0.0769534333,440.596399,173,57,0.229281768,234.400903,189,58,0.1448303078,248.201261,2
77,21.5,0.0381182596,280.769851,155,46,0.0438824842,278.163405,153,38,0.0260319821,280.769851,95,32,0.0386760878,156.350014,94,30,0.1316474526,165.675803,101,32,0.1331349944,175.541755,117,42,0.1227222016,186.008525,199,77,0.0717738936,394.078149,201,117,0.0483451097,416.529963,196,78,0.0602454444,440.270693,175,57,0.1599107475,234.406723,187,58,0.1294161398,248.093759,2
70,8,0.017844523,256.51186,137,2,0.0176678445,139.381698,142,2,0.0137809187,147.432775,91,30,0.0763250883,156.419946,100,33,0.2141342756,165.74262,104,35,0.216254417,175.597398,102,31,0.2014134276,186.048991,173,84,0.0777385159,394.059529,181,125,0.0413427562,417.457934,125,72,0.0272084806,439.615482,158,55,0.0787985866,234.335923,150,51,0.0219081272,241.139122,2
69,3.5,0.058639399,257.743092,138,1,0.0688647746,139.376717,141,1,0.0454924875,147.099514,104,36,0.0734557596,156.429374,106,45,0.1961602671,331.284227,108,41,0.1732053422,334.727205,110,37,0.1844741235,185.887834,132,47,0.0409015025,197.042602,164,49,0.0141903172,208.791208,146,51,0.0179465776,220.782288,177,68,0.1214524207,468.487677,160,79,0.0471619366,492.190688,2
69,1.5,0.2138248848,147.482698,138,1,0.2774193548,139.380148,140,1,0.1207373272,147.482698,136,31,0.0082949309,156.386869,95,30,0.0294930876,160.886517,146,39,0.0276497696,175.473458,95,19,0.1133640553,177.028929,95,0,0.000921659,95.148599,103,0,0.001843318,103.658273,392,108,0.0221198157,442.332387,186,137,0.2267281106,468.812862,123,31,0.1096774194,469.232824,2
73,14.5,0.0682773109,265.791423,143,24,0.0844537815,265.791423,141,1,0.0441176471,146.966793,109,37,0.0424369748,156.407464,97,46,0.1289915966,331.264328,98,35,0.1764705882,334.190572,123,44,0.1264705882,185.95313,164,42,0.031512605,197.03809,160,50,0.0378151261,208.656297,168,53,0.0642857143,221.051735,179,66,0.1525210084,468.283875,180,73,0.081092437,492.191108,2
77,21,0.0246440307,265.780193,145,31,0.0335889011,265.780193,141,1,0.0105878058,145.517324,77,0,0.0387002556,78.223348,82,9,0.1518802483,165.416798,95,28,0.298649142,175.610596,105,34,0.1219423147,185.909455,128,45,0.0193501278,197.054742,145,50,0.0467323841,208.627768,148,52,0.0675428989,221.15557,161,56,0.1474990873,234.41172,174,59,0.0518437386,247.681871,2
69,0.5,0.1104497354,145.471436,138,1,0.1181657848,139.383259,140,0,0.1027336861,145.471436,91,29,0.0291005291,156.389507,98,32,0.2054673721,165.392193,106,37,0.2742504409,175.500934,106,33,0.0833333333,184.171926,129,89,0.008377425,387.679271,172,99,0.028659612,415.585926,173,132,0.0295414462,440.679662,139,55,0.1062610229,448.447658,123,20,0.0132275132,235.174027,2
69,0,0.1784565916,144.940443,138,1,0.2202572347,139.379205,139,1,0.1366559486,144.940443,109,37,0.0171489818,156.38563,97,31,0.2465166131,165.435215,101,34,0.218113612,175.483681,100,28,0.0353697749,177.970902,143,47,0.0064308682,195.140729,202,137,0.0219721329,417.274281,263,163,0.0498392283,441.514287,130,71,0.0439442658,446.644399,117,0,0.0032154341,117.835218,2
