Mean of PCD bin 0,Sigma of PCD bin 0,Prob of PCD bin 0,Peak of PCD bin 0,Mean of PCD bin 1,Sigma of PCD bin 1,Prob of PCD bin 1,Peak of PCD bin 1,Mean of PCD bin 2,Sigma of PCD bin 2,Prob of PCD bin 2,Peak of PCD bin 2,Mean of PCD bin 3,Sigma of PCD bin 3,Prob of PCD bin 3,Peak of PCD bin 3,Mean of PCD bin 4,Sigma of PCD bin 4,Prob of PCD bin 4,Peak of PCD bin 4,Mean of PCD bin 5,Sigma of PCD bin 5,Prob of PCD bin 5,Peak of PCD bin 5,Mean of PCD bin 6,Sigma of PCD bin 6,Prob of PCD bin 6,Peak of PCD bin 6,Mean of PCD bin 7,Sigma of PCD bin 7,Prob of PCD bin 7,Peak of PCD bin 7,Mean of PCD bin 8,Sigma of PCD bin 8,Prob of PCD bin 8,Peak of PCD bin 8,Mean of PCD bin 9,Sigma of PCD bin 9,Prob of PCD bin 9,Peak of PCD bin 9,Mean of PCD bin 10,Sigma of PCD bin 10,Prob of PCD bin 10,Peak of PCD bin 10,Mean of PCD bin 10,Sigma of PCD bin 11,Prob of PCD bin 11,Peak of PCD bin 11,Raga Class
73,18.5,0.1147376852,293.617442,142,27,0.1313576292,277.155684,170,57,0.0476571886,293.617442,148,54,0.0788946736,311.179051,164,70,0.06247497,328.969342,149,46,0.1706047257,348.969682,163,55,0.0937124549,370.796191,159,59,0.0853023628,381.78744,138,47,0.1001201442,208.619915,130,44,0.0484581498,221.190012,138,47,0.0428514217,234.209144,147,51,0.0532639167,248.256596,1
85,30,0.1080173776,294.394897,166,56,0.1259873618,277.830043,191,68,0.0489731438,294.394897,166,66,0.0750394945,312.039762,183,73,0.0572669826,328.99956,143,56,0.1599526066,349.057813,156,66,0.1007109005,370.634142,148,60,0.0936018957,381.819103,142,48,0.1157187994,208.279503,128,42,0.0477883096,220.947516,150,53,0.0462085308,234.149258,172,60,0.0548973144,248.081046,1
90,32,0.1196356275,294.243952,177,62,0.1421052632,278.72761,201,70,0.0417004049,294.243952,181,75,0.0801619433,312.702963,215,83,0.0619433198,330.94373,147,65,0.1562753036,348.879099,161,84,0.0894736842,371.74224,148,61,0.0914979757,393.100863,146,49,0.108097166,208.718985,152,53,0.0380566802,221.191119,172,56,0.0453441296,234.212507,179,60,0.0522267206,248.007619,1
96,33.5,0.1252636019,294.42087,186,65,0.137072965,278.389175,210,71,0.055250949,294.42087,200,84,0.0889919865,312.862075,239,84,0.068747364,331.082841,151,74,0.1636440321,351.079474,175,99,0.0944749051,371.721525,162,93,0.0716997048,394.128596,178,108,0.0986925348,417.08079,184,101,0.0388021932,431.639477,176,55,0.0328975116,234.223792,167,59,0.0582032898,247.747833,1
67,4,0.3327968526,294.94595,136,1,0.4113018598,139.375404,182,65,0.0053648069,294.94595,151,2,0.0042918455,155.982971,161,2,0.0039341917,164.565927,86,0,0.0135908441,87.314853,91,1,0.0203862661,93.005119,96,1,0.0264663805,98.532652,102,1,0.041130186,104.260583,107,1,0.0207439199,110.615592,113,2,0.047925608,117.132056,120,1,0.0897711016,124.169758,1
88,30.5,0.1203396852,294.878743,167,56,0.1425020713,278.339134,195,68,0.0492957746,294.878743,164,74,0.0923777962,311.707845,180,85,0.0596520298,331.310705,147,59,0.185998343,351.058046,155,87,0.07995029,371.289612,141,84,0.0758077879,394.206915,176,106,0.1056338028,417.39643,158,103,0.0327257664,431.526858,168,93,0.033968517,460.069692,160,65,0.0642087821,470.508011,1
95,33,0.153402308,294.962385,187,65,0.2204536411,278.696586,216,69,0.0262634302,294.962385,144,72,0.0716275368,312.577068,167,86,0.038201353,328.249019,144,50,0.1738957421,349.133204,146,85,0.0644647831,368.777837,118,44,0.0724233983,375.860141,126,42,0.1313171508,208.684139,148,52,0.0334261838,220.86734,182,88,0.0374054914,460.626983,162,67,0.0505372065,471.129082,1
111,31.5,0.2017208413,295.036343,214,66,0.2715105163,278.69532,269,42,0.030210325,295.036343,231,94,0.0543021033,312.632776,272,84,0.030210325,331.4061,165,88,0.1009560229,350.646999,147,89,0.1024856597,370.445868,145,56,0.0703632887,376.374934,134,46,0.1112810707,208.796802,169,52,0.0313575526,221.191723,194,52,0.0390057361,233.682999,189,59,0.0347992352,247.018261,1
103,33,0.1718018721,294.889784,199,67,0.1934477379,278.719973,212,70,0.0370514821,294.889784,205,85,0.0604524181,312.610043,183,103,0.0444617785,331.421632,162,80,0.1072542902,351.011433,133,63,0.1345553822,370.659122,146,53,0.0768330733,376.747272,136,48,0.0776131045,208.813948,155,53,0.0269110764,221.156815,186,54,0.0510920437,234.399468,196,57,0.0471918877,248.057976,1
79,25.5,0.1304606831,295.277308,154,46,0.1568705322,278.229082,168,53,0.0361397935,295.277308,135,31,0.0563939635,156.440542,134,37,0.0500397141,165.749035,139,41,0.1393963463,175.594934,132,44,0.1513105639,186.026734,125,45,0.0806195393,197.00664,117,37,0.0845909452,208.59649,149,72,0.0345512311,435.959528,163,56,0.045274027,234.379637,168,58,0.0651310564,248.228992,1
82,28,0.1177536232,295.133485,160,52,0.1513687601,278.680132,190,67,0.0338164251,295.133485,140,61,0.0607890499,312.478863,168,56,0.0551529791,326.336305,147,43,0.135668277,349.965461,139,50,0.1352657005,362.215226,120,42,0.0929951691,197.040028,123,41,0.0986312399,208.821206,141,64,0.0539452496,436.992432,153,54,0.0293880837,234.385318,170,59,0.0611916264,248.32622,1
94,33.5,0.1139917695,294.644585,181,63,0.129218107,278.663243,222,70,0.0440329218,294.644585,146,65,0.0617283951,312.448574,185,77,0.0621399177,330.032773,165,68,0.1329218107,351.145103,175,89,0.0909465021,368.087916,135,59,0.0864197531,380.097319,142,49,0.1094650206,208.825574,138,48,0.0761316872,221.12648,150,53,0.0567901235,233.735159,180,60,0.0559670782,248.088086,1
84,28.5,0.1242857143,295.031001,161,52,0.1457142857,278.658179,185,65,0.0620408163,295.031001,139,43,0.0828571429,312.902051,172,59,0.0648979592,329.932977,156,59,0.1967346939,351.036807,173,91,0.0812244898,368.10408,140,61,0.0742857143,380.086621,140,49,0.0812244898,208.46554,141,59,0.0551020408,426.401448,141,48,0.0485714286,233.511145,154,54,0.0371428571,248.205719,1
75,20.5,0.1165632273,285.835361,150,40,0.138867339,278.453371,158,43,0.0508145849,285.835361,142,34,0.09193173,312.557595,146,33,0.0671062839,313.991709,146,38,0.2063615206,175.550874,143,43,0.0748642358,185.703214,125,44,0.0849495733,197.014424,123,41,0.0853374709,208.747287,134,57,0.0480993018,425.499025,140,48,0.0492629946,234.327844,150,52,0.0329712956,247.442562,1
81,27,0.1048923679,291.692597,161,52,0.1221135029,278.258953,179,61,0.0375733855,291.692597,145,33,0.0618395303,301.223834,133,37,0.0653620352,165.736411,146,39,0.1416829746,175.528259,146,43,0.0915851272,185.643533,141,48,0.1193737769,197.072234,133,47,0.1166340509,208.837927,143,50,0.0681017613,221.108244,156,55,0.0567514677,234.376283,173,60,0.0426614481,248.235253,1
67,1.5,0.3142057383,147.460627,136,1,0.4590622813,139.367447,142,3,0.0059482155,147.460627,153,2,0.044086774,156.44608,156,17,0.0276417075,165.694541,160,29,0.0734779566,175.538093,155,36,0.011196641,178.277936,95,1,0.0094471659,98.328954,102,1,0.0419874038,104.270093,107,1,0.0157452764,110.615415,114,1,0.0391882435,117.20312,120,1,0.0720783765,124.138995,1
73,18.5,0.118902439,291.888009,144,32,0.1528455285,278.008045,162,48,0.05,291.888009,145,30,0.0987804878,301.188367,138,35,0.0691056911,165.620469,149,37,0.1609756098,175.555375,147,43,0.075203252,186.049615,138,47,0.1109756098,197.091436,125,42,0.0963414634,208.645921,140,49,0.0508130081,220.202856,148,52,0.0329268293,234.38049,152,53,0.0410569106,248.312481,1
68,3,0.2253401361,293.134109,136,1,0.362244898,139.381522,145,16,0.048185941,293.134109,149,29,0.1196145125,311.732341,148,28,0.0566893424,165.743734,154,34,0.1332199546,175.472631,144,44,0.0311791383,185.115225,116,38,0.0464852608,196.143975,103,14,0.052154195,197.814334,107,1,0.0266439909,110.118933,114,1,0.0266439909,117.177422,120,1,0.0323129252,123.976809,1
68,1,0.443490701,146.580981,136,1,0.8111587983,139.16259,142,2,0.025751073,146.580981,152,2,0.0557939914,156.066255,157,0,0.0057224607,157.642792,0,0,0,106.058374,0,0,0,106.058374,0,0,0,106.058374,0,0,0,106.058374,107,1,0.0071530758,109.052095,113,2,0.0100143062,116.187562,120,1,0.0157367668,123.524412,1
67,1.5,0.1991134752,147.657236,136,1,0.2741134752,139.375945,142,2,0.0326241135,147.657236,148,18,0.1290780142,156.433887,159,7,0.0808510638,165.737716,160,28,0.1893617021,175.592288,161,34,0.0329787234,185.689481,175,36,0.0120567376,197.050249,117,34,0.040070922,208.271804,116,28,0.0170212766,211.466767,114,1,0.0372340426,117.189874,120,2,0.0411347518,124.160744,1
66,2,0.2100706714,147.460725,135,2,0.1893992933,139.380484,142,2,0.0392226148,147.460725,148,18,0.1180212014,156.435985,157,15,0.0703180212,165.750716,161,27,0.1328621908,175.577965,141,43,0.0385159011,185.732488,148,47,0.0201413428,197.008559,119,37,0.0335689046,208.285364,114,26,0.0197879859,211.430387,114,1,0.0427561837,117.126409,120,2,0.0593639576,124.148394,1
66,3,0.3363321799,290.827005,136,6,0.3660899654,277.941092,144,16,0.0290657439,290.827005,147,19,0.0453287197,156.441966,139,35,0.0162629758,165.743496,169,2,0.0169550173,175.080101,114,38,0.0134948097,185.77858,103,23,0.0141868512,186.999393,101,1,0.0487889273,104.325604,107,1,0.023183391,110.626749,114,1,0.0484429066,117.145228,120,2,0.0560553633,124.164058,1
68,11,0.2701896067,290.618575,140,25,0.3128511236,277.898704,144,19,0.0193117978,290.618575,135,30,0.0179073034,154.333146,79,1,0.0021067416,81.385142,86,1,0.001755618,87.43822,91,1,0.0066713483,93.022318,96,1,0.0881320225,98.543526,101,1,0.1429073034,104.304928,107,1,0.0280898876,110.494099,114,1,0.0874297753,117.17552,120,2,0.0438904494,124.153796,1
69,13,0.2321932299,277.928325,143,31,0.2725669958,277.928325,142,2,0.0155148096,147.527775,141,28,0.0680535966,156.408024,156,13,0.0229196051,165.370269,153,34,0.0084626234,174.906608,103,30,0.0289139633,181.951431,97,9,0.0828631876,194.748094,101,1,0.1177715092,104.377365,106,2,0.0253878702,110.6057,114,1,0.0839210155,117.177508,119,2,0.0595909732,124.119472,1
68,8,0.262300885,278.143165,138,20,0.3369911504,278.143165,142,2,0.0594690265,147.508618,144,24,0.1217699115,156.405439,148,27,0.054159292,165.743835,162,25,0.0863716814,175.5977,128,42,0.0392920354,185.256903,144,47,0.0109734513,195.253022,109,25,0.0304424779,204.86351,107,2,0.0148672566,110.622313,114,2,0.0286725664,117.176451,120,2,0.0538053097,124.14634,1
67,5,0.2886904762,278.10047,137,12,0.3333333333,278.10047,141,2,0.0633753501,147.397534,143,25,0.0637254902,156.411063,133,38,0.0350140056,165.323076,156,32,0.0861344538,175.573336,131,43,0.0290616246,185.223043,125,44,0.031162465,195.966727,117,36,0.0332633053,204.840774,108,1,0.0245098039,110.608212,114,2,0.024859944,117.132112,120,2,0.050070028,124.175107,1
67,4.5,0.211586012,279.081249,136,10,0.2168844931,278.152886,144,17,0.0208406923,279.081249,97,32,0.0268456376,156.397305,83,14,0.0201342282,157.153211,91,21,0.1232779936,175.116902,92,10,0.0547509714,182.278753,98,15,0.1529494878,195.99102,107,25,0.0356764394,202.951791,107,1,0.0261391734,110.601291,115,1,0.0554574355,117.186926,119,2,0.0462734016,124.022003,1
66,1.5,0.3279441797,147.503997,135,2,0.3230088496,139.378468,142,2,0.0255275698,147.503997,143,26,0.1514635807,156.398508,157,13,0.024506467,165.646554,170,9,0.0534377127,175.49817,157,38,0.0040844112,182.411415,0,0,0,99.757869,101,1,0.001701838,103.836381,108,1,0.0057862491,110.628788,114,1,0.0391422737,117.103883,120,2,0.0221238938,124.084524,1
69,15.5,0.1798355381,284.391549,163,57,0.0790132285,278.697748,162,50,0.0117983554,284.391549,81,18,0.0175187701,155.075222,80,1,0.018233822,82.874867,91,21,0.1176260279,174.960935,90,1,0.0418305327,92.99187,98,14,0.1526635681,194.822266,100,1,0.0468358956,104.4012,107,1,0.017876296,110.582498,115,1,0.0861637469,117.195288,119,2,0.0993922059,124.13384,1
68,12.5,0.2636877428,284.219543,146,38,0.1822677499,278.664049,145,23,0.0522783469,284.219543,139,29,0.048039562,156.370366,130,39,0.0363829036,165.255542,155,33,0.0876015542,175.537015,126,43,0.0187212999,179.541015,116,39,0.0226068527,194.87004,101,1,0.0377958319,104.34771,107,1,0.0162486754,110.531867,115,1,0.0540445072,117.171045,120,1,0.1038502296,124.15063,1
67,2,0.2543010753,147.581244,135,2,0.2376344086,139.378621,142,2,0.0759856631,147.581244,148,19,0.0741935484,156.442191,149,26,0.0537634409,165.466952,161,28,0.1376344086,175.585451,130,43,0.0376344086,185.886396,126,43,0.0172043011,195.671832,113,31,0.0519713262,208.447775,106,1,0.0096774194,110.324822,114,1,0.0297491039,117.04838,120,1,0.0419354839,123.89702,1
67,2.5,0.1773185134,147.615223,135,2,0.1410211879,139.334017,143,2,0.0614796804,147.615223,142,27,0.144841959,156.450026,151,26,0.058353595,165.750374,165,23,0.211184439,175.557119,150,40,0.0416811393,185.870081,124,42,0.0177144842,195.670176,112,29,0.0566168809,208.425336,106,1,0.0163251129,110.228502,114,1,0.0399444251,117.025567,119,1,0.0350816256,123.921535,1
68,6,0.1245937161,292.554735,137,10,0.1328999639,278.353031,144,14,0.0707836764,292.554735,140,35,0.2231852654,311.025343,148,28,0.0888407367,165.706743,166,20,0.288912965,175.552896,171,23,0.0548934633,184.677532,104,24,0.0043336945,186.85623,102,1,0.0162513543,104.35105,107,1,0.0151679307,110.25468,114,1,0.0198627663,117.151368,120,2,0.0263633081,124.160521,1
69,10,0.1558231488,294.464774,138,18,0.1854780733,278.288192,144,17,0.0740474479,294.464774,147,36,0.181883537,311.048022,148,27,0.1164629763,165.676427,160,28,0.2332854062,175.611581,172,22,0.0481667865,186.019438,188,17,0.0506829619,196.500497,139,48,0.0161754134,206.450633,135,46,0.0053918045,215.961907,169,55,0.0035945363,228.775147,120,2,0.0208483106,124.166627,1
68,6,0.1153846154,294.632398,135,7,0.1335664336,272.04768,143,13,0.0458041958,294.632398,148,25,0.1356643357,306.770134,140,34,0.1066433566,165.675399,156,33,0.2171328671,175.589807,167,30,0.058041958,186.029264,187,22,0.1241258741,197.103888,168,47,0.0576923077,208.513226,137,46,0.0087412587,215.769033,126,34,0.0160839161,228.751939,119,2,0.0307692308,124.112901,1
67,2,0.1305374001,147.488173,135,2,0.128540305,139.380122,141,2,0.0384894699,147.488173,137,30,0.0965867829,156.439619,132,38,0.0715323166,165.682966,161,27,0.1615831518,175.58894,165,31,0.0649963689,186.0429,183,29,0.1677559913,197.109303,175,43,0.0885984023,208.496945,124,37,0.0112563544,211.61465,114,1,0.0312273057,117.128735,120,2,0.0268700073,124.170385,1
67,2,0.0942160786,147.668,135,2,0.0807566388,139.348698,142,2,0.0301927974,147.668,140,28,0.0702073481,156.438851,151,24,0.0756638778,165.742544,166,20,0.1589668971,175.579506,170,26,0.0880320116,186.005036,178,34,0.2735540196,197.112291,174,43,0.0865769371,207.216006,145,50,0.0080029101,216.567737,114,1,0.0229174245,117.139281,120,2,0.0105492907,124.098917,1
71,13,0.0873239437,280.385011,142,29,0.1144366197,277.842537,146,21,0.0408450704,280.385011,141,28,0.1003521127,156.403321,162,28,0.0897887324,329.234916,164,24,0.1936619718,175.593614,174,19,0.0792253521,185.957876,182,30,0.2320422535,197.109052,179,40,0.063028169,208.545953,151,52,0.0169014085,218.92532,113,1,0.0204225352,116.978126,121,2,0.011971831,123.959128,1
67,1.5,0.1624062713,147.61207,136,1,0.2232447171,139.368712,143,3,0.0187457396,147.61207,140,30,0.1731424676,156.430519,159,7,0.0838445808,165.734188,169,15,0.2801635992,175.568562,177,10,0.0286298569,186.054384,191,2,0.0156782549,196.700506,144,47,0.0095432856,205.49585,109,1,0.002726653,110.628273,115,1,0.0412406271,117.002732,120,2,0.018404908,124.078234,1
71,15,0.0825070822,282.141935,144,32,0.1090651558,277.741409,148,29,0.0378895184,282.141935,144,25,0.145184136,156.390717,154,21,0.1147308782,165.732681,151,35,0.2443342776,175.60283,177,13,0.0509915014,185.613559,188,19,0.1108356941,197.110069,184,38,0.0849858357,208.586647,148,52,0.0244334278,219.644211,132,42,0.0276203966,233.215636,134,37,0.0177053824,237.195376,1
67,6,0.1128910667,282.054545,136,11,0.1149641915,277.072026,145,20,0.0331699962,282.054545,138,30,0.1183565775,156.391236,153,21,0.1044101018,165.737233,151,36,0.2242744063,175.58415,173,22,0.0497549943,185.841104,166,43,0.0900866943,197.075391,173,46,0.0806633999,208.503761,129,44,0.0222389747,219.621345,128,36,0.0403317,233.247182,128,30,0.0305314738,237.190964,1
67,2,0.1326530612,147.392333,135,2,0.1350649351,139.355475,142,2,0.0463821892,147.392333,132,33,0.0471243043,156.406115,157,15,0.040445269,165.71708,153,35,0.1027829314,175.511606,166,33,0.0419294991,186.05464,153,48,0.1699443414,197.115258,157,50,0.2211502783,208.618378,129,43,0.0282003711,213.171358,114,1,0.0337662338,117.19367,120,1,0.0293135436,124.131548,1
68,2.5,0.032162726,147.480234,136,2,0.0319888734,139.286189,142,2,0.0198191933,147.480234,151,2,0.0229485396,155.936049,159,11,0.0152990264,165.739977,151,36,0.0827538248,175.50993,170,28,0.0559805285,186.049208,171,41,0.2493045897,197.111169,179,43,0.4287204451,208.80174,170,50,0.0372044506,221.048097,133,42,0.0205146036,234.288675,131,34,0.0146036161,240.273199,1
68,2,0.0648379052,147.557978,136,1,0.0919130745,139.365194,142,2,0.0195938725,147.557978,147,19,0.1058069113,156.447647,159,7,0.0463127895,165.430554,167,18,0.1175632348,175.493116,178,10,0.0545065907,186.008235,185,25,0.1318133238,197.11524,194,30,0.3152832205,208.796446,177,48,0.0263626648,221.011789,126,35,0.0263626648,234.24517,126,26,0.026718917,240.229696,1
67,2,0.0786775106,147.650467,135,1,0.099009901,139.332768,143,2,0.0141442716,147.650467,161,62,0.026874116,309.816013,148,28,0.025106082,165.626899,139,41,0.0947666195,175.564199,172,26,0.0590523338,185.965148,189,18,0.1439179632,197.11644,167,48,0.3939179632,208.825556,166,51,0.0374823197,219.935404,171,58,0.0381895332,234.374002,131,34,0.0148514851,236.678051,1
78,22.5,0.0176326816,274.609884,157,48,0.0202513966,274.609884,144,2,0.0090782123,147.604931,175,58,0.0223463687,309.897072,153,22,0.0153631285,165.655199,165,23,0.061452514,175.465558,177,17,0.0659916201,185.85818,188,20,0.219622905,197.104056,174,46,0.4671787709,208.838772,200,31,0.0384078212,219.849263,181,57,0.0513268156,234.385134,146,49,0.0219972067,245.372356,1
91,30.5,0.0804073034,274.556981,178,60,0.0909410112,274.556981,143,2,0.0133426966,147.357254,153,2,0.0417837079,156.325812,158,14,0.0337078652,165.755277,153,35,0.0965589888,175.578991,173,23,0.0702247191,186.037289,182,30,0.152738764,197.106631,178,44,0.2724719101,208.807936,191,41,0.0456460674,220.306035,174,57,0.0516151685,234.321613,155,54,0.0516151685,247.896276,1
91,30.5,0.0804073034,274.556981,178,60,0.0909410112,274.556981,143,2,0.0133426966,147.357254,153,2,0.0417837079,156.325812,158,14,0.0337078652,165.755277,153,35,0.0965589888,175.578991,173,23,0.0702247191,186.037289,182,30,0.152738764,197.106631,178,44,0.2724719101,208.807936,191,41,0.0456460674,220.306035,174,57,0.0516151685,234.321613,155,54,0.0516151685,247.896276,1
84,28,0.1031746032,274.494887,165,53,0.1197691198,274.494887,142,2,0.0187590188,147.361464,151,12,0.0422077922,156.343739,159,8,0.0357142857,165.746805,149,37,0.091991342,175.522407,164,34,0.0707070707,185.990022,170,40,0.0934343434,197.112825,162,50,0.2799422799,208.81426,179,48,0.0580808081,221.226895,170,57,0.0523088023,234.157509,159,56,0.0407647908,247.976761,1
68,1.5,0.1130627558,147.606102,136,1,0.1787175989,139.360097,142,2,0.0204638472,147.606102,140,29,0.1469986357,156.440807,158,7,0.119372442,165.726277,169,14,0.3335607094,175.586492,179,2,0.0433151432,186.046206,191,9,0.034106412,196.846627,179,43,0.0429740791,208.707923,167,51,0.0078444748,215.606138,115,0,0.0225102319,116.980988,120,2,0.008526603,123.662088,1
75,20.5,0.0562320917,277.685155,144,31,0.0569484241,277.685155,143,2,0.0168338109,147.51301,128,35,0.0411891117,156.366276,146,30,0.0214899713,165.585627,162,27,0.0422636103,175.500221,165,33,0.0573065903,186.047457,178,33,0.1615329513,197.107379,175,46,0.3696275072,208.833985,184,46,0.0630372493,220.65821,177,56,0.0802292264,234.404468,175,60,0.0386819484,248.049887,1
81,26,0.0693069307,277.697767,158,49,0.0611739745,277.697767,143,2,0.0243988685,147.625392,130,34,0.0919377652,156.451257,149,27,0.0353606789,165.699182,167,20,0.1311881188,175.609071,170,26,0.0583451202,186.048377,184,27,0.1516973126,197.090401,184,40,0.209688826,208.756002,196,38,0.0445544554,220.731111,179,56,0.0703677511,234.350801,168,59,0.0509193777,248.182505,1
74,20,0.1333695259,272.327162,146,35,0.1208830981,272.327162,142,2,0.0304017372,147.568913,136,31,0.0825190011,156.430891,159,9,0.0282301846,165.729622,164,24,0.1465798046,175.608732,163,34,0.0597176982,186.022682,172,38,0.0886717336,197.075632,155,50,0.1806007962,208.691985,181,48,0.0184581976,219.712728,139,47,0.0510314875,234.038992,144,49,0.044878755,248.023402,1
93,31.5,0.1903419105,281.692249,182,63,0.1350017624,278.076859,157,42,0.0229115263,281.692249,148,17,0.0458230525,156.207777,157,15,0.0278463165,165.585282,137,41,0.072964399,175.441229,171,27,0.037010927,185.831775,175,35,0.072259429,197.028233,166,48,0.1522735284,208.774531,190,43,0.0313711667,220.463953,187,55,0.0768417342,234.329584,191,59,0.0645047585,248.061622,1
106,31.5,0.1752595775,281.751953,219,63,0.1127819549,278.078823,166,50,0.015037594,281.751953,127,38,0.0415324024,302.935101,150,27,0.0247046187,165.631755,150,37,0.0662370211,175.544859,179,9,0.0332975295,185.907513,178,33,0.1056211958,197.110224,164,49,0.1349803079,208.822457,193,40,0.052273541,220.878918,212,41,0.0787683494,234.361127,204,55,0.0766201217,247.782375,1
83,27.5,0.1625615764,281.573587,158,49,0.1765820387,277.472437,146,25,0.0223569534,281.573587,132,39,0.0670708602,305.283085,150,27,0.017430845,165.729179,149,38,0.0697233801,175.586464,144,43,0.0488821523,185.909082,172,40,0.1095111785,197.113261,149,49,0.1500568397,208.786871,171,51,0.0424403183,220.897743,163,56,0.0727548314,234.36701,162,57,0.0602500947,248.153914,1
80,25,0.1355399408,281.853048,139,18,0.1397928994,275.653556,146,24,0.0232988166,281.853048,149,15,0.0447485207,156.394572,157,16,0.0166420118,165.743309,130,42,0.0850591716,175.584693,140,44,0.0532544379,185.98121,175,37,0.124260355,197.091185,152,50,0.2207840237,208.716789,157,54,0.0262573964,220.955707,161,56,0.0839497041,234.232835,174,60,0.0403106509,248.294425,1
101,32,0.1978984238,281.259904,185,64,0.1663747811,278.751813,209,68,0.0108581436,281.259904,151,2,0.0045534151,155.726175,161,1,0.0024518389,163.141829,124,42,0.0444833625,175.578502,169,29,0.0227670753,185.76154,181,31,0.1148861646,197.108935,160,49,0.2224168126,208.783825,197,40,0.0234676007,220.946358,207,46,0.077408056,234.392877,233,29,0.0504378284,248.339635,1
107,31.5,0.3128240581,293.974839,200,66,0.3466989284,278.714922,260,51,0.0089872105,293.974839,258,67,0.0024196336,302.242927,161,0,0.0003456619,161.927755,86,0,0.0020739717,86.685024,103,30,0.0435534048,185.441954,192,9,0.0452817145,197.053876,176,44,0.0646387833,208.792237,166,52,0.030072589,220.8224,219,34,0.0618734877,234.397119,227,37,0.0767369513,248.343983,1
111,31,0.303661163,294.038008,215,66,0.4113424264,278.680279,250,61,0.0089734386,294.038008,241,74,0.0053840632,307.117281,161,2,0.003948313,165.314702,115,39,0.0093323762,173.719332,111,37,0.0631730079,185.812589,191,9,0.0419956927,196.957708,198,20,0.0337401292,208.681352,165,52,0.0337401292,221.162677,206,45,0.0768126346,234.389398,210,52,0.0854271357,248.339204,1
67,1.5,0.2583538516,147.614564,136,1,0.329229687,139.342936,141,2,0.0274358072,147.614564,152,11,0.0499472388,156.419241,156,16,0.0559268378,165.522356,167,19,0.1153710869,175.603629,157,37,0.0218079493,186.048007,152,48,0.0313049595,196.878893,150,51,0.062258178,208.690164,131,44,0.0196975026,215.590901,114,1,0.0309532184,117.117246,120,1,0.0372845586,123.948201,1
116,29.5,0.2841315225,293.470497,228,63,0.4245889921,278.745353,274,32,0.0132237312,293.470497,193,73,0.0071479628,307.078637,145,32,0.012508935,165.728653,137,40,0.0135811294,175.310695,109,35,0.073266619,185.83467,189,15,0.0814867763,197.067378,190,32,0.0332380272,208.638512,160,52,0.0346676197,221.253338,196,51,0.0768406004,234.312328,198,57,0.0704074339,248.319062,1
123,24,0.2819071791,293.509995,245,53,0.3963016679,278.759222,257,52,0.0166787527,293.509995,247,87,0.0351704133,312.866089,181,85,0.018129079,317.304501,121,42,0.0395213923,175.29146,108,35,0.0580130529,185.981426,187,19,0.0732414793,197.117585,170,47,0.0344452502,208.606226,149,51,0.0290065265,220.85185,200,51,0.056200145,234.262002,213,51,0.0580130529,248.322751,1
124,24.5,0.3469425119,294.815936,247,53,0.5071402417,278.719275,253,58,0.0117173197,294.815936,240,84,0.0450384475,312.879687,223,90,0.0139143171,320.00793,111,38,0.0468692787,174.790472,122,43,0.0179421457,185.980294,188,17,0.0205053094,196.865217,169,47,0.0256316368,208.667292,204,30,0.0080556573,220.895907,218,34,0.0369827902,234.045369,216,49,0.0556572684,248.317297,1
118,28.5,0.2941822173,294.835659,234,61,0.4434687157,278.653461,248,62,0.0098792536,294.835659,183,88,0.0325649469,310.946972,178,65,0.0113428467,320.039617,145,39,0.0369557263,175.56443,138,45,0.0413465057,186.023425,178,34,0.0472008782,197.07734,169,47,0.0515916575,208.658477,175,49,0.0223197951,219.314177,204,48,0.0589096231,234.390376,208,53,0.0684229784,248.206832,1
118,28,0.2162648435,295.341873,234,60,0.277797769,278.659912,232,70,0.0215905002,295.341873,262,78,0.0802446923,312.625602,222,85,0.0179920835,331.41804,217,84,0.0410219503,349.67481,143,63,0.0525368838,370.620784,180,41,0.0510975171,373.017258,151,49,0.0917596258,208.596354,144,50,0.0492983087,219.537839,190,55,0.0705289673,234.316209,216,47,0.0622526089,248.210158,1
96,33,0.2275765037,295.236115,190,67,0.3014421386,278.635059,193,68,0.029546254,295.236115,209,73,0.1399929652,312.55762,184,60,0.0453746043,331.248808,192,64,0.083010904,349.59447,133,70,0.0351741119,370.676488,196,48,0.0123109391,373.06886,154,50,0.0576855434,208.724828,130,44,0.0464298276,217.355154,147,52,0.0316567007,234.312847,171,59,0.0481885332,248.306692,1
68,5,0.1198449066,264.570657,137,8,0.1550934085,264.570657,143,2,0.0207966161,147.618468,151,11,0.0948184702,156.40879,154,18,0.0426506873,165.679927,163,27,0.1698977793,175.589864,172,23,0.0458230525,186.043341,187,21,0.127952062,197.087502,175,45,0.1431089179,208.794072,146,50,0.0306661967,221.222068,177,57,0.0419457173,234.178557,148,49,0.037010927,247.012759,1
75,20.5,0.0855472901,286.548124,144,30,0.1137088204,276.684551,150,30,0.0212539851,286.548124,136,31,0.0882040383,156.449524,142,32,0.0403825717,165.528917,157,32,0.1810131066,175.557225,165,32,0.062345023,186.045243,179,32,0.1629472193,197.064838,158,50,0.1707403471,208.806405,159,53,0.0216082182,221.201458,197,51,0.0425079702,234.326378,189,59,0.0389656394,247.262798,1
